"timestamp"	"essid"	"mac address"	"link quality"	"raw rssi"	"raw zone"	"predicted rssi"	"predicted zone"	"rssi delta"	"rssi step delta"	"rssi step predicted"	"timestamp step delta"
1387869901.989556	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"47/70"	-58	"D"	-36	"B"	22	-27	-31	23.016777992248535
1387869906.68376	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"47/70"	-58	"D"	-36	"B"	22	-13	-45	23.04568600654602
1387869911.240121	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-50	"D"	14	-14	-50	22.937357902526855
1387869915.816556	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-67	"E"	3	-14	-50	23.001662969589233
1387869920.376809	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-50	"D"	14	-14	-50	22.96275496482849
1387869925.045685	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-50	"D"	14	-28	-36	23.056128978729248
1387869925.04572	""	"6E:21:E7:16:C6:48"	"47/70"	-58	"D"	0	""	0	0	0	0
1387869930.326882	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"42/70"	-63	"E"	-50	"D"	13	-27	-36	23.64312195777893
1387869934.914219	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"46/70"	-59	"D"	-64	"E"	5	-9	-50	23.674098014831543
1387869939.556807	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-64	"E"	12	15	-67	23.740251064300537
1387869944.20402	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-64	"E"	12	-2	-50	23.827211141586304
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-64	"E"	12	-2	-50	23.88118886947632
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-63	"E"	11	-2	-50	18.599992036819458
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-64	"E"	12	12	-64	14.012655019760132
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-64	"E"	12	12	-64	9.37006688117981
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-64	"E"	12	12	-64	4.722853899002075
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-64	"E"	12	12	-64	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-64	"E"	12	11	-63	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-64	"E"	12	12	-64	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-64	"E"	12	12	-64	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	12	-64	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	12	-64	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	12	-64	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	12	-64	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	12	-64	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	0	-52	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	0	-52	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	0	-52	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	0	-52	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	0	-52	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	0	-52	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	0	-52	0.0
1387869948.926874	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"53/70"	-52	"D"	-52	"D"	0	0	-52	0.0
1387870049.716258	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"60/70"	-45	"C"	-52	"D"	7	7	-52	100.78938412666321
1387870054.422338	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"60/70"	-45	"C"	-52	"D"	7	7	-52	105.49546408653259
1387870059.140741	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"55/70"	-50	"D"	-52	"D"	2	2	-52	110.2138671875
1387870063.827993	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"55/70"	-50	"D"	-52	"D"	2	2	-52	114.90111899375916
1387870068.527045	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"55/70"	-50	"D"	-52	"D"	2	2	-52	119.60017108917236
1387870068.527045	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"55/70"	-50	"D"	-36	"B"	14	2	-52	18.810786962509155
1387870077.79282	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"61/70"	-44	"C"	-36	"B"	8	8	-52	23.370481967926025
1387870082.540533	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"42/70"	-63	"E"	-50	"D"	13	-11	-52	23.399791955947876
1387870087.167401	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"40/70"	-65	"E"	-64	"E"	1	-13	-52	23.33940815925598
1387870091.829383	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"43/70"	-62	"E"	-64	"E"	2	-10	-52	23.302337884902954
1387870096.454622	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"42/70"	-63	"E"	-64	"E"	1	-27	-36	27.927577018737793
1387870101.187453	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"44/70"	-61	"E"	-44	"C"	17	-25	-36	23.394633054733276
1387870105.846309	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"40/70"	-65	"E"	-52	"D"	13	-15	-50	23.3057758808136
1387870110.496666	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"39/70"	-66	"E"	-52	"D"	14	-2	-64	23.329264879226685
1387870115.159861	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"33/70"	-72	"F"	-62	"E"	10	-8	-64	23.330478191375732
1387870119.9103	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"33/70"	-72	"F"	-52	"D"	20	-8	-64	23.45567798614502
1387870124.655953	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-50	"D"	14	-20	-44	23.468499898910522
1387870129.313125	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-52	"D"	12	-12	-52	23.466815948486328
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	-12	-52	23.492813110351562
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-72	"F"	8	-2	-62	18.829617977142334
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-72	"F"	8	-12	-52	14.079179048538208
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-52	"D"	12	-14	-50	9.333526134490967
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-52	"D"	12	-12	-52	4.676354169845581
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-52	"D"	12	0	-64	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-52	"D"	12	8	-72	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-52	"D"	12	8	-72	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-52	"D"	12	-12	-52	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-52	"D"	12	-12	-52	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-52	"D"	12	-12	-52	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	-12	-52	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	-12	-52	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	-12	-52	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	-12	-52	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	-12	-52	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	0	-64	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	0	-64	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	0	-64	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	0	-64	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	0	-64	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	0	-64	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	0	-64	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	0	-64	0.0
1387870133.989479	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"41/70"	-64	"E"	-64	"E"	0	0	-64	0.0
1387870249.469309	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"54/70"	-51	"D"	-64	"E"	13	13	-64	115.47983002662659
1387870254.29511	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"54/70"	-51	"D"	-64	"E"	13	13	-64	120.3056309223175
1387870259.215496	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"54/70"	-51	"D"	-64	"E"	13	13	-64	125.22601699829102
1387870259.215496	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"54/70"	-51	"D"	-64	"E"	13	13	-64	125.22601699829102
1387870267.408394	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"57/70"	-48	"C"	-64	"E"	16	16	-64	133.41891503334045
1387870272.15691	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"43/70"	-62	"E"	-64	"E"	2	2	-64	22.68760085105896
1387870276.981906	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"43/70"	-62	"E"	-64	"E"	2	2	-64	22.686795949935913
1387870281.70663	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"40/70"	-65	"E"	-64	"E"	1	-1	-64	22.49113392829895
1387870286.477138	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"46/70"	-59	"D"	-64	"E"	5	5	-64	27.26164197921753
1387870291.320028	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"46/70"	-59	"D"	-48	"C"	11	5	-64	23.91163396835327
1387870296.15491	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"37/70"	-68	"E"	-72	"F"	4	-4	-64	23.998000144958496
1387870300.988281	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"37/70"	-68	"E"	-72	"F"	4	-4	-64	24.006375074386597
1387870305.818126	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"38/70"	-67	"E"	-64	"E"	3	-3	-64	24.111495971679688
1387870310.594381	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"45/70"	-60	"E"	-52	"D"	8	4	-64	24.11724305152893
1387870332.947331	"""DIRECT-Q2-Android_19eb"""	"EA:92:A4:94:9A:5A"	"61/70"	-44	"C"	-52	"D"	8	4	-48	41.62730288505554
